index,label
0,1
1,0
2,0
3,1
4,1
5,1
6,1
7,0
8,0
9,0
10,1
11,1
12,1
13,1
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,0
22,1
23,0
24,0
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,0
34,1
35,0
36,1
37,1
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,0
46,0
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,0
55,1
56,1
57,0
58,1
59,1
60,1
61,1
62,0
63,0
64,1
65,1
66,1
67,0
68,0
69,1
70,0
71,1
72,0
73,1
74,1
75,0
76,1
77,1
78,1
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,1
89,1
90,1
91,1
92,0
93,1
94,0
95,1
96,1
97,0
98,0
99,1
100,1
101,1
102,0
103,0
104,0
105,1
106,1
107,1
108,1
109,1
110,0
111,0
112,1
113,0
114,1
115,0
116,1
117,1
118,1
119,1
120,0
121,0
122,1
123,1
124,1
125,1
126,1
127,0
128,1
129,1
130,0
131,0
132,1
133,0
134,1
135,0
136,1
137,1
138,0
139,0
140,1
141,0
142,1
143,1
144,1
145,0
146,0
147,0
148,1
149,1
150,1
151,0
152,1
153,0
154,0
155,0
156,0
157,0
158,1
159,1
160,1
161,1
162,1
163,0
164,1
165,0
166,1
167,1
168,0
169,1
170,1
171,1
172,1
173,0
174,0
175,0
176,1
177,1
178,0
179,0
180,1
181,1
182,0
183,0
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,1
194,1
195,1
196,1
197,1
198,0
199,1
200,1
201,1
202,1
203,1
204,0
205,0
206,1
207,1
208,1
209,1
210,1
211,0
212,0
213,0
214,1
215,1
216,0
217,1
218,1
219,1
220,1
221,1
222,0
223,1
224,1
225,1
226,1
227,0
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,0
241,1
242,0
243,1
244,1
245,0
246,1
247,0
248,1
249,1
250,0
251,0
252,1
253,0
254,1
255,0
256,1
257,0
258,0
259,0
260,0
261,0
262,0
263,1
264,0
265,0
266,0
267,0
268,1
269,0
270,1
271,1
272,1
273,1
274,1
275,0
276,1
277,0
278,1
279,1
280,0
281,1
282,1
283,1
284,1
285,0
286,0
287,1
288,1
289,0
290,1
291,0
292,1
293,0
294,0
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,1
309,0
310,0
311,1
312,0
313,1
314,1
315,0
316,0
317,1
318,0
319,1
320,0
321,1
322,1
323,0
324,0
325,1
326,1
327,0
328,1
329,0
330,1
331,1
332,0
333,1
334,1
335,0
336,0
337,0
338,1
339,1
340,0
341,1
342,1
343,0
344,1
345,1
346,0
347,0
348,0
349,1
350,0
351,0
352,1
353,1
354,1
355,1
356,0
357,0
358,0
359,1
360,0
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,0
369,1
370,1
371,0
372,1
373,1
374,1
375,1
376,1
377,0
378,1
379,0
380,0
381,1
382,1
383,0
384,1
385,1
386,0
387,0
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,0
403,0
404,0
405,1
406,1
407,1
408,0
409,1
410,0
411,1
412,1
413,1
414,1
415,0
416,1
417,0
418,0
419,1
420,0
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,0
429,1
430,1
431,1
432,0
433,1
434,1
435,1
436,1
437,0
438,1
439,1
440,0
441,0
442,1
443,1
444,0
445,0
446,1
447,0
448,1
449,1
450,1
451,1
452,0
453,1
454,0
455,1
456,1
457,1
458,0
459,1
460,1
461,1
462,0
463,0
464,1
465,1
466,1
467,0
468,0
469,1
470,1
471,1
472,1
473,1
474,1
475,0
476,1
477,0
478,1
479,1
480,1
481,0
482,0
483,0
484,0
485,0
486,1
487,0
488,0
489,0
490,1
491,1
492,0
493,1
494,1
495,0
496,0
497,0
498,1
499,0
500,1
501,1
502,0
503,1
504,0
505,0
506,0
507,0
508,1
509,1
510,1
511,0
512,0
513,1
514,0
515,0
516,1
517,1
518,0
519,0
520,1
521,0
522,1
523,0
524,1
525,0
526,1
527,1
528,0
529,1
530,0
531,1
532,1
533,0
534,0
535,1
536,0
537,1
538,1
539,1
540,1
541,1
542,0
543,1
544,1
545,1
546,1
547,0
548,1
549,0
550,1
551,1
552,1
553,1
554,0
555,1
556,0
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,0
565,1
566,0
567,1
568,1
569,1
570,1
571,1
572,0
573,1
574,0
575,1
576,1
577,1
578,0
579,1
580,1
581,1
582,0
583,0
584,1
585,1
586,1
587,0
588,0
589,1
590,1
591,1
592,0
593,1
594,1
595,1
596,0
597,0
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,1
606,0
607,1
608,1
609,0
610,0
611,1
612,1
613,1
614,0
615,0
616,0
617,1
618,1
619,1
620,1
621,1
622,1
623,0
624,1
625,1
626,1
627,0
628,0
629,1
630,1
631,1
632,1
633,1
634,1
635,0
636,0
637,0
638,0
639,0
640,1
641,1
642,1
643,0
644,1
645,1
646,0
647,0
648,0
649,0
650,1
651,0
652,1
653,1
654,1
655,1
656,0
657,1
658,1
659,1
660,1
661,1
662,1
663,0
664,0
665,0
666,1
667,1
668,0
669,1
670,1
671,0
672,0
673,1
674,0
675,0
676,0
677,0
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,0
687,0
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,0
696,0
697,0
698,1
699,1
700,1
701,0
702,1
703,1
704,1
705,0
706,0
707,1
708,1
709,1
710,1
711,1
712,0
713,0
714,1
715,0
716,0
717,1
718,0
719,0
720,1
721,1
722,1
723,0
724,0
725,1
726,1
727,1
728,1
729,0
730,1
731,1
732,0
733,1
734,1
735,0
736,1
737,1
738,0
739,1
740,0
741,1
742,1
743,0
744,1
745,1
746,1
747,0
748,1
749,1
750,0
751,1
752,1
753,1
754,1
755,1
756,1
757,0
758,0
759,1
760,1
761,0
762,0
763,0
764,1
765,0
766,1
767,0
768,0
769,0
770,0
771,0
772,1
773,0
774,1
775,1
776,1
777,1
778,0
779,0
780,0
781,0
782,1
783,0
784,1
785,1
786,0
787,0
788,1
789,0
790,1
791,1
792,1
793,0
794,1
795,0
796,0
797,1
798,1
799,1
800,1
801,0
802,0
803,0
804,0
805,0
806,0
807,1
808,0
809,1
810,0
811,0
812,0
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,0
822,1
823,1
824,1
825,0
826,1
827,1
828,1
829,0
830,0
831,1
832,0
833,1
834,0
835,1
836,1
837,0
838,0
839,1
840,1
841,1
842,0
843,1
844,0
845,1
846,0
847,1
848,1
849,0
850,1
851,1
852,1
853,0
854,0
855,0
856,1
857,1
858,1
859,0
860,0
861,1
862,0
863,1
864,0
865,1
866,1
867,0
868,1
869,1
870,0
871,0
872,1
873,0
874,1
875,1
876,1
877,1
878,0
879,1
880,0
881,1
882,0
883,1
884,1
885,0
886,0
887,1
888,1
889,1
890,0
891,1
892,1
893,1
894,1
895,1
896,0
897,1
898,1
899,1
900,1
901,0
902,1
903,0
904,0
905,0
906,0
907,1
908,1
909,1
910,0
911,1
912,0
913,0
914,1
915,1
916,1
917,0
918,0
919,1
920,0
921,1
922,0
923,0
924,0
925,1
926,1
927,1
928,0
929,0
930,0
931,1
932,1
933,0
934,0
935,0
936,0
937,1
938,1
939,1
940,1
941,0
942,1
943,1
944,1
945,0
946,0
947,1
948,0
949,1
950,1
951,1
952,1
953,1
954,1
955,0
956,1
957,1
958,0
959,1
960,1
961,0
962,1
963,0
964,1
965,0
966,0
967,1
968,1
969,1
970,1
971,1
972,0
973,1
974,0
975,0
976,0
977,0
978,1
979,1
980,1
981,1
982,0
983,0
984,0
985,1
986,0
987,0
988,0
989,0
990,1
991,0
992,1
993,1
994,0
995,1
996,1
997,1
998,1
999,0
1000,0
1001,1
1002,1
1003,1
1004,1
1005,0
1006,1
1007,0
1008,0
1009,1
1010,0
1011,1
1012,1
1013,1
1014,0
1015,1
1016,1
1017,0
1018,1
1019,1
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,0
1032,0
1033,0
1034,1
1035,0
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0
1042,1
1043,0
1044,0
1045,0
1046,1
1047,1
1048,0
1049,1
1050,1
1051,1
1052,1
1053,1
1054,0
1055,0
1056,1
1057,0
1058,1
1059,1
1060,1
1061,0
1062,0
1063,1
1064,0
1065,1
1066,1
1067,1
1068,0
1069,0
1070,0
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,0
1079,1
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,1
1087,0
1088,0
1089,0
1090,0
1091,1
1092,1
1093,0
1094,1
1095,1
1096,1
1097,1
1098,0
1099,0
1100,0
1101,1
1102,1
1103,1
1104,0
1105,1
1106,0
1107,1
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,0
1116,0
1117,0
1118,1
1119,0
1120,1
1121,0
1122,0
1123,0
1124,0
1125,0
1126,1
1127,1
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,0
1135,0
1136,1
1137,1
1138,1
1139,1
1140,0
1141,1
1142,1
1143,0
1144,1
1145,0
1146,0
1147,1
1148,1
1149,1
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,0
1157,0
1158,1
1159,1
1160,0
1161,1
1162,1
1163,0
1164,1
1165,1
1166,0
1167,1
1168,1
1169,0
1170,0
1171,1
1172,1
1173,1
1174,0
1175,0
1176,0
1177,1
1178,0
1179,1
1180,0
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,1
1192,1
1193,1
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,0
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,0
1209,1
1210,0
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,1
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,1
